Table 1
NAV calculation date;NAV;Reinvestment factor;"NAV (adjusted if ""distr."")";Dividend;Fund size (class);Fund size (compartment)
16.03.2023;303,47;;303,47;;1,781B;10797358481,44
15.03.2023;300,97;;300,97;;1,767B;10707907627,31
14.03.2023;302,35;;302,35;;1,776B;10783304826,69
13.03.2023;298,53;;298,53;;1,762B;10657809549,79
10.03.2023;301,49;;301,49;;1,779B;10762705215,14
09.03.2023;312,77;;312,77;;1,846B;11162033016,89
08.03.2023;311,96;;311,96;;1,841B;11136037168,22
07.03.2023;313,48;;313,48;;1,85B;11201536534,96
06.03.2023;314,31;;314,31;;1,851B;11237030916,49
03.03.2023;313,74;;313,74;;1,847B;11210532853,61
02.03.2023;309,45;;309,45;;1,822B;11058281731,08
01.03.2023;309,94;;309,94;;1,824B;11076224622,32
28.02.2023;309,96;;309,96;;1,826B;11095566256,09
27.02.2023;312,88;;312,88;;1,844B;11197324453,24
24.02.2023;310,04;;310,04;;1,828B;11095195023,26
23.02.2023;313,81;;313,81;;1,85B;11236929858,08
22.02.2023;311,56;;311,56;;1,838B;11161903804,85
21.02.2023;313,26;;313,26;;1,848B;11221057106,95
17.02.2023;315,62;;315,62;;1,867B;11312003369,52
16.02.2023;317,67;;317,67;;1,877B;11386653446,12
15.02.2023;317,79;;317,79;;1,883B;11397925493,62
14.02.2023;317,37;;317,37;;1,881B;11391288508,92
13.02.2023;316,02;;316,02;;1,873B;11340820245,83
10.02.2023;313,98;;313,98;;1,861B;11271563251,27
09.02.2023;319,26;;319,26;;1,892B;11469814770,5
08.02.2023;319,88;;319,88;;1,896B;11492456533,52
07.02.2023;317,75;;317,75;;1,882B;11413415230,63
06.02.2023;318,11;;318,11;;1,821B;11360541150,24
03.02.2023;319,31;;319,31;;1,827B;11408574150,36
02.02.2023;319,10;;319,10;;1,826B;11407707992,19
01.02.2023;313,30;;313,30;;1,794B;11198712297,04
31.01.2023;310,38;;310,38;;1,778B;11090937328,41
30.01.2023;311,34;;311,34;;1,783B;11128510128,84
27.01.2023;312,20;;312,20;;1,788B;11158800506,19
26.01.2023;310,12;;310,12;;1,778B;11089328016,07
25.01.2023;304,89;;304,89;;1,748B;10902691506,5
24.01.2023;308,70;;308,70;;1,771B;11037228272,76
23.01.2023;307,20;;307,20;;1,763B;10986332152,62
20.01.2023;303,09;;303,09;;1,739B;10838244913,16
19.01.2023;303,08;;303,08;;1,739B;10836039038,07
18.01.2023;308,93;;308,93;;1,773B;11048273724,97
17.01.2023;306,60;;306,60;;1,759B;10964590858,35
13.01.2023;305,25;;305,25;;1,751B;10916021033,94
12.01.2023;303,14;;303,14;;1,739B;10838925559,07
11.01.2023;303,29;;303,29;;1,739B;10847078216,75
10.01.2023;300,36;;300,36;;1,724B;10740342842,65
09.01.2023;301,99;;301,99;;1,731B;10796814069,07
06.01.2023;298,69;;298,69;;1,711B;10662535083,28
05.01.2023;298,91;;298,91;;1,713B;10671576603,69
04.01.2023;299,61;;299,61;;1,716B;10697844823,96
03.01.2023;297,50;;297,50;;1,704B;10614554234,47
30.12.2022;292,16;;292,16;;1,673B;10428609382,7
29.12.2022;294,43;;294,43;;1,685B;10508126968,88
28.12.2022;293,57;;293,57;;1,68B;10478596811,41
27.12.2022;292,77;;292,77;;1,676B;10448276825,36
23.12.2022;292,24;;292,24;;1,673B;10432730052,77
22.12.2022;294,48;;294,48;;1,685B;10514090450,67
21.12.2022;295,68;;295,68;;1,692B;10558983917,47
20.12.2022;292,81;;292,81;;1,68B;10466922164,87
19.12.2022;295,66;;295,66;;1,696B;10568186023,99
16.12.2022;297,80;;297,80;;1,709B;10649580125,41
15.12.2022;299,74;;299,74;;1,719B;10723883144,73
14.12.2022;310,02;;310,02;;1,778B;11090791305,96
13.12.2022;313,75;;313,75;;1,8B;11222568578,27
12.12.2022;305,27;;305,27;;1,749B;10910168421,38
09.12.2022;306,98;;306,98;;1,759B;10972300598,02
08.12.2022;305,93;;305,93;;1,753B;10937056152,2
07.12.2022;303,96;;303,96;;1,742B;10867260327,26
06.12.2022;306,71;;306,71;;1,759B;10960202961,07
05.12.2022;310,06;;310,06;;1,777B;11077232296,51
02.12.2022;312,39;;312,39;;1,791B;11155153079,67
01.12.2022;315,18;;315,18;;1,805B;11254910169,88
30.11.2022;308,05;;308,05;;1,763B;10988530632,08
29.11.2022;308,31;;308,31;;1,764B;10994089527,9
28.11.2022;309,20;;309,20;;1,77B;11030624235,8
25.11.2022;311,09;;311,09;;1,781B;11095215222,93
23.11.2022;310,83;;310,83;;1,779B;11088259892,31
22.11.2022;308,67;;308,67;;1,767B;11006561119,44
21.11.2022;309,70;;309,70;;1,773B;11039839632,56
18.11.2022;309,20;;309,20;;1,77B;11026677131,9
17.11.2022;304,46;;304,46;;1,743B;10859171424,68
16.11.2022;308,86;;308,86;;1,768B;11018688062,87
15.11.2022;312,79;;312,79;;1,791B;11161441028,27
14.11.2022;311,50;;311,50;;1,774B;11101020871,32
11.11.2022;311,81;;311,81;;1,776B;11110606453,1
10.11.2022;309,24;;309,24;;1,761B;11012573991,29
09.11.2022;301,08;;301,08;;1,715B;10714931127
08.11.2022;302,32;;302,32;;1,722B;10757112977,54
07.11.2022;298,68;;298,68;;1,701B;10620915224,91
04.11.2022;300,97;;300,97;;1,713B;10697994867,61
03.11.2022;301,29;;301,29;;1,716B;10695758697,08
02.11.2022;305,74;;305,74;;1,74B;10853563851,57
31.10.2022;305,80;;305,80;;1,741B;10858755964,87
28.10.2022;302,56;;302,56;;1,723B;10749988042,75
27.10.2022;301,46;;301,46;;1,718B;10714114110,07
26.10.2022;301,55;;301,55;;1,718B;10729581237,36
25.10.2022;300,58;;300,58;;1,713B;10692185849
24.10.2022;297,82;;297,82;;1,697B;10588422627,33
21.10.2022;294,70;;294,70;;1,679B;10474901088,65
20.10.2022;297,17;;297,17;;1,695B;10565291200,09
19.10.2022;297,64;;297,64;;1,698B;10578939071,85
18.10.2022;302,22;;302,22;;1,725B;10748873973,6
17.10.2022;297,93;;297,93;;1,701B;10592603226,23
14.10.2022;299,06;;299,06;;1,708B;10633636216,64
13.10.2022;288,87;;288,87;;1,65B;10271262818,8
12.10.2022;295,22;;295,22;;1,686B;10499360600,72
11.10.2022;293,72;;293,72;;1,678B;10446944583,36
10.10.2022;299,26;;299,26;;1,736B;10674594105,44
07.10.2022;302,00;;302,00;;1,752B;10778059275,94
06.10.2022;308,62;;308,62;;1,791B;11014945837,55
05.10.2022;306,57;;306,57;;1,778B;10937882580,76
04.10.2022;306,43;;306,43;;1,777B;10937889172,75
03.10.2022;298,35;;298,35;;1,732B;10641852812,08
30.09.2022;298,79;;298,79;;1,734B;10659454511,64
29.09.2022;298,02;;298,02;;1,73B;10633038752,68
28.09.2022;303,40;;303,40;;1,762B;10819936188,57
27.09.2022;304,19;;304,19;;1,767B;10852988107,6
26.09.2022;303,90;;303,90;;1,769B;10854093434,28
23.09.2022;300,61;;300,61;;1,751B;10745326512,74
22.09.2022;304,94;;304,94;;1,776B;10909080273,82
21.09.2022;311,99;;311,99;;1,817B;11168150390,58
20.09.2022;309,45;;309,45;;1,803B;11068086461,78
19.09.2022;311,11;;311,11;;1,813B;11130141100,34
16.09.2022;310,82;;310,82;;1,812B;11121313115,65
15.09.2022;320,21;;320,21;;1,865B;11459603340,66
14.09.2022;318,91;;318,91;;1,857B;11414933703,51
13.09.2022;322,89;;322,89;;1,88B;11559640369,08
12.09.2022;327,99;;327,99;;1,916B;11755019134,98
09.09.2022;324,94;;324,94;;1,899B;11643975769,17
08.09.2022;320,58;;320,58;;1,873B;11497724982,38
07.09.2022;317,55;;317,55;;1,856B;11388168941,74
06.09.2022;317,88;;317,88;;1,857B;11389728438,42
02.09.2022;318,87;;318,87;;1,862B;11435371703,59
01.09.2022;316,36;;316,36;;1,846B;11343330778,01
31.08.2022;322,69;;322,69;;1,883B;11580104803,98
30.08.2022;323,34;;323,34;;1,887B;11607333369,63
29.08.2022;324,04;;324,04;;1,892B;11632016709,48
26.08.2022;333,70;;333,70;;1,948B;11986179474,91
25.08.2022;335,55;;335,55;;1,959B;12047739776,62
24.08.2022;334,35;;334,35;;1,952B;12002557585,26
23.08.2022;331,85;;331,85;;1,938B;11920320433,91
22.08.2022;335,06;;335,06;;1,957B;12035270767,74
19.08.2022;337,25;;337,25;;1,97B;12124089631,57
18.08.2022;338,36;;338,36;;1,976B;12166075656,11
17.08.2022;338,77;;338,77;;1,979B;12185378406,84
16.08.2022;340,64;;340,64;;1,989B;12250204603,54
12.08.2022;336,92;;336,92;;1,967B;12123941887,45
11.08.2022;335,51;;335,51;;1,958B;12078479894,8
10.08.2022;332,02;;332,02;;1,937B;11949082237,84
09.08.2022;329,62;;329,62;;1,923B;11859972344,47
08.08.2022;336,90;;336,90;;1,965B;12111351550,75
05.08.2022;331,24;;331,24;;1,933B;11907146020,03
04.08.2022;333,03;;333,03;;1,943B;11971301031,76
03.08.2022;330,65;;330,65;;1,929B;11879488237,24
02.08.2022;327,27;;327,27;;1,909B;11762156597,86
01.08.2022;327,40;;327,40;;1,909B;11768380260,64
29.07.2022;328,14;;328,14;;1,913B;11783525028,26
28.07.2022;323,54;;323,54;;1,886B;11615675320,27
27.07.2022;319,97;;319,97;;1,865B;11489430810,32
26.07.2022;317,98;;317,98;;1,853B;11444175222,32
25.07.2022;317,07;;317,07;;1,847B;11418149419,85
22.07.2022;320,81;;320,81;;1,869B;11552617859,35
21.07.2022;319,06;;319,06;;1,859B;11489236851,73
20.07.2022;315,02;;315,02;;1,835B;11339402941,43
19.07.2022;310,04;;310,04;;1,807B;11162632178,06
18.07.2022;312,33;;312,33;;1,821B;11240515849,64
15.07.2022;307,60;;307,60;;1,793B;11063925459,48
14.07.2022;305,91;;305,91;;1,784B;10999612723,15
13.07.2022;307,45;;307,45;;1,793B;11060128687,45
12.07.2022;310,79;;310,79;;1,812B;11180453438,38
11.07.2022;311,28;;311,28;;1,817B;11208040181,34
08.07.2022;311,66;;311,66;;1,82B;11236311096,64
07.07.2022;311,92;;311,92;;1,822B;11243786263,14
06.07.2022;308,23;;308,23;;1,801B;11108423587,89
05.07.2022;298,46;;298,46;;1,722B;10738842703,69
01.07.2022;298,98;;298,98;;1,725B;10763923142,31
30.06.2022;293,40;;293,40;;1,692B;10562394602,31
29.06.2022;296,88;;296,88;;1,712B;10693225258,47
28.06.2022;304,72;;304,72;;1,758B;10980984685,54
27.06.2022;300,96;;300,96;;1,736B;10851000054,93
24.06.2022;299,19;;299,19;;1,739B;10797144506,44
22.06.2022;288,57;;288,57;;1,679B;10418477299,18
21.06.2022;290,52;;290,52;;1,693B;10493942937,66
17.06.2022;287,78;;287,78;;1,678B;10394967541,92
16.06.2022;286,30;;286,30;;1,67B;10344746146,35
15.06.2022;294,49;;294,49;;1,717B;10639845778,57
14.06.2022;292,68;;292,68;;1,707B;10580858503,41
13.06.2022;295,52;;295,52;;1,724B;10683313638,29
10.06.2022;305,64;;305,64;;1,783B;11058036426,78
09.06.2022;313,74;;313,74;;1,83B;11362482494,47
08.06.2022;316,41;;316,41;;1,881B;11500128434,46
07.06.2022;313,82;;313,82;;1,865B;11396388377,86
03.06.2022;314,48;;314,48;;1,868B;11420176747,42
02.06.2022;310,92;;310,92;;1,846B;11285630753,68
01.06.2022;314,12;;314,12;;1,864B;11395849869,93
31.05.2022;312,77;;312,77;;1,856B;11343680705,24
27.05.2022;311,83;;311,83;;1,85B;11312252161,49
25.05.2022;301,37;;301,37;;1,788B;10928155798,11
24.05.2022;299,33;;299,33;;1,776B;10858188894,72
23.05.2022;303,76;;303,76;;1,802B;11013571982,82
20.05.2022;307,19;;307,19;;1,822B;11130430900,18
19.05.2022;301,48;;301,48;;1,789B;10920320256,1
18.05.2022;309,06;;309,06;;1,833B;11189496813,29
17.05.2022;310,87;;310,87;;1,843B;11257824467,73
16.05.2022;309,73;;309,73;;1,836B;11208855467,66
13.05.2022;310,19;;310,19;;1,841B;11225998477,92
12.05.2022;299,09;;299,09;;1,776B;10829549033,22
11.05.2022;303,35;;303,35;;1,815B;11012835085,34
10.05.2022;304,15;;304,15;;1,811B;11034738850,34
06.05.2022;307,67;;307,67;;1,832B;11161327250,26
05.05.2022;324,09;;324,09;;1,928B;11754222428,03
04.05.2022;320,76;;320,76;;1,908B;11628021021,13
03.05.2022;322,62;;322,62;;1,919B;11697409929,91
02.05.2022;322,82;;322,82;;1,92B;11699094951,36
29.04.2022;331,54;;331,54;;1,971B;12016876687,79
28.04.2022;325,35;;325,35;;1,934B;11789380429,53
27.04.2022;324,76;;324,76;;1,931B;11780073530,18
26.04.2022;323,70;;323,70;;1,924B;11752648245,21
25.04.2022;320,65;;320,65;;1,907B;11647972301,92
22.04.2022;326,77;;326,77;;1,944B;11874536204,21
21.04.2022;335,30;;335,30;;1,994B;12185768892,21
20.04.2022;333,98;;333,98;;1,987B;12136322130,62
19.04.2022;330,96;;330,96;;1,971B;12025437497,93
14.04.2022;335,48;;335,48;;1,998B;12189977533,19
13.04.2022;332,08;;332,08;;1,977B;12071052009,55
12.04.2022;334,63;;334,63;;1,992B;12173160073,63
11.04.2022;333,07;;333,07;;1,994B;12134112813,45
08.04.2022;335,70;;335,70;;2,009B;12227835998,55
07.04.2022;335,99;;335,99;;2,01B;12245491693,9
06.04.2022;333,80;;333,80;;1,996B;12160000863,94
05.04.2022;342,94;;342,94;;2,049B;12488491014,98
04.04.2022;341,05;;341,05;;2,039B;12423602217,12
01.04.2022;337,57;;337,57;;2,016B;12296179272,17
31.03.2022;337,93;;337,93;;2,017B;12309037178,29
30.03.2022;339,11;;339,11;;2,024B;12356495515,7
29.03.2022;340,06;;340,06;;2,03B;12385828537,89
28.03.2022;337,17;;337,17;;2,012B;12264965891,15
25.03.2022;334,63;;334,63;;1,996B;12174123687,45
24.03.2022;332,86;;332,86;;1,985B;12106006305,15
23.03.2022;335,89;;335,89;;2,002B;12216087324,97
22.03.2022;337,64;;337,64;;2,013B;12278964035,11
21.03.2022;334,23;;334,23;;1,992B;12149588929,02
18.03.2022;333,97;;333,97;;1,99B;12142116870,4
17.03.2022;326,68;;326,68;;1,946B;11894368474,82
16.03.2022;325,63;;325,63;;1,939B;11849838164,17
15.03.2022;315,39;;315,39;;1,877B;11468359860,19
14.03.2022;318,38;;318,38;;1,887B;11625470184,58
11.03.2022;320,58;;320,58;;1,901B;11706722189,57
10.03.2022;318,58;;318,58;;1,9B;11652449786,45
09.03.2022;317,98;;317,98;;1,899B;11637008347,68
08.03.2022;313,36;;313,36;;1,871B;11465250978,98
07.03.2022;322,33;;322,33;;1,921B;11788272120,62
04.03.2022;326,05;;326,05;;1,945B;11929409755,47
03.03.2022;330,01;;330,01;;1,969B;12086583510,25
02.03.2022;327,81;;327,81;;1,957B;12010355865,49
01.03.2022;328,59;;328,59;;1,962B;12041296175,48
28.02.2022;326,82;;326,82;;1,952B;11995842396,2
25.02.2022;321,46;;321,46;;1,923B;11825929820,7
24.02.2022;313,41;;313,41;;1,922B;11576637794,16
23.02.2022;320,80;;320,80;;1,971B;11874161301,23
22.02.2022;322,50;;322,50;;1,98B;11942145873,16
18.02.2022;327,35;;327,35;;2,009B;12115845885,79
17.02.2022;329,40;;329,40;;2,037B;12207678156,65
16.02.2022;330,67;;330,67;;2,046B;12262012341,8
15.02.2022;333,22;;333,22;;2,057B;12348310983
14.02.2022;329,86;;329,86;;2,035B;12221319483,85
11.02.2022;334,29;;334,29;;2,062B;12387187257,28
10.02.2022;337,92;;337,92;;2,091B;12528385520,79
09.02.2022;337,56;;337,56;;2,088B;12516316975,67
08.02.2022;328,95;;328,95;;2,033B;12190453151,57
07.02.2022;331,57;;331,57;;2,026B;12254439623,79
04.02.2022;328,67;;328,67;;2,008B;12141306443,83
03.02.2022;332,99;;332,99;;2,033B;12292599519,98
02.02.2022;339,92;;339,92;;2,083B;12543826238,67
01.02.2022;338,79;;338,79;;2,077B;12489021536,68
31.01.2022;335,09;;335,09;;2,054B;12335487995,37
31.01.2022;335,09;;335,09;;2,054B;12335487995,37
28.01.2022;322,58;;322,58;;1,974B;11875697522,37
27.01.2022;332,40;;332,40;;2,036B;12239135449,35
26.01.2022;333,79;;333,79;;2,051B;12313502988,57
25.01.2022;326,87;;326,87;;2,028B;12097231509,58
24.01.2022;325,64;;325,64;;2,021B;12056906526,18
21.01.2022;336,11;;336,11;;2,087B;12449896692,05
20.01.2022;346,29;;346,29;;2,15B;12827974532,82
19.01.2022;347,22;;347,22;;2,154B;12859718986,07
18.01.2022;344,99;;344,99;;2,14B;12779770718,74
14.01.2022;349,17;;349,17;;2,17B;12954205856,12
13.01.2022;355,51;;355,51;;2,208B;13200043927,77
12.01.2022;358,25;;358,25;;2,225B;13297895276
11.01.2022;354,02;;354,02;;2,198B;13134355685,17
10.01.2022;350,89;;350,89;;2,183B;13018242348,37
07.01.2022;360,89;;360,89;;2,245B;13400974177,42
06.01.2022;359,28;;359,28;;2,234B;13339882010,75
05.01.2022;369,25;;369,25;;2,295B;13703314502,22
04.01.2022;373,64;;373,64;;2,322B;13860662883,52
03.01.2022;371,86;;371,86;;2,31B;13787765321,37
31.12.2021;373,77;;373,77;;2,321B;13862201394,33
30.12.2021;374,37;;374,37;;2,324B;13881532013,55
29.12.2021;371,72;;371,72;;2,306B;13780673314,71
28.12.2021;374,35;;374,35;;2,322B;13871692973,87
27.12.2021;369,95;;369,95;;2,293B;13707485448,92
23.12.2021;369,09;;369,09;;2,285B;13664366349,26
22.12.2021;364,46;;364,46;;2,255B;13489530697,69
21.12.2021;361,73;;361,73;;2,238B;13383583000,8
20.12.2021;357,96;;357,96;;2,213B;13235999952,73
17.12.2021;360,80;;360,80;;2,23B;13346027123,58
16.12.2021;366,64;;366,64;;2,268B;13561349088,87
15.12.2021;360,93;;360,93;;2,231B;13341191946,48
14.12.2021;362,91;;362,91;;2,243B;13423255706,09
13.12.2021;367,34;;367,34;;2,27B;13578945180,21
10.12.2021;368,12;;368,12;;2,275B;13600733841,4
09.12.2021;370,64;;370,64;;2,29B;13693875860,85
08.12.2021;369,91;;369,91;;2,285B;13668880948,9
07.12.2021;371,42;;371,42;;2,293B;13722836528,73
06.12.2021;359,69;;359,69;;2,243B;13301617801,2
03.12.2021;360,13;;360,13;;2,246B;13313628479,52
03.12.2021;360,13;;360,13;;2,246B;13313628479,52
02.12.2021;360,89;;360,89;;2,25B;13342629681,5
01.12.2021;364,43;;364,43;;2,271B;13468990463,53
30.11.2021;364,63;;364,63;;2,275B;13478488297,11
29.11.2021;369,28;;369,28;;2,304B;13643548475,23
26.11.2021;368,46;;368,46;;2,301B;13619640152,44
24.11.2021;372,01;;372,01;;2,323B;13746810622,81
23.11.2021;375,65;;375,65;;2,347B;13887669154,16
22.11.2021;380,05;;380,05;;2,375B;14051751166,91
19.11.2021;379,52;;379,52;;2,371B;14034487598,44
18.11.2021;378,32;;378,32;;2,364B;13993126526,61
17.11.2021;379,17;;379,17;;2,368B;14035153125,91
16.11.2021;378,54;;378,54;;2,363B;14030315889,05
15.11.2021;375,88;;375,88;;2,346B;13934630694,5
12.11.2021;373,77;;373,77;;2,332B;13848714616,93
11.11.2021;372,39;;372,39;;2,322B;13789387082,89
10.11.2021;371,72;;371,72;;2,317B;13769545591,64
09.11.2021;370,16;;370,16;;2,308B;13712660167,42
08.11.2021;372,68;;372,68;;2,364B;13832739625,57
05.11.2021;373,90;;373,90;;2,37B;13878919565,95
04.11.2021;373,07;;373,07;;2,363B;13844738218,33
03.11.2021;368,67;;368,67;;2,334B;13674302268,46
02.11.2021;366,97;;366,97;;2,321B;13615121755,25
29.10.2021;363,07;;363,07;;2,296B;13471107227,84
28.10.2021;361,26;;361,26;;2,282B;13401499529,51
27.10.2021;363,22;;363,22;;2,294B;13466143291,12
26.10.2021;364,73;;364,73;;2,302B;13518287822,2
25.10.2021;363,31;;363,31;;2,299B;13468745540,35
22.10.2021;363,45;;363,45;;2,299B;13472712629,07
21.10.2021;360,39;;360,39;;2,279B;13355314047,47
20.10.2021;360,04;;360,04;;2,275B;13335123988,81
19.10.2021;358,27;;358,27;;2,262B;13272799490,72
18.10.2021;356,67;;356,67;;2,251B;13206862187,8
15.10.2021;359,19;;359,19;;2,268B;13300319362,89
14.10.2021;355,90;;355,90;;2,246B;13175608953,49
13.10.2021;351,93;;351,93;;2,221B;13023418394,69
12.10.2021;350,56;;350,56;;2,212B;12969301780,53
11.10.2021;351,41;;351,41;;2,205B;12992248036,63
08.10.2021;352,76;;352,76;;2,214B;13043910526,38
07.10.2021;354,27;;354,27;;2,223B;13096650956,43
06.10.2021;346,51;;346,51;;2,174B;12799228101,01
05.10.2021;347,82;;347,82;;2,181B;12853827235,37
04.10.2021;348,81;;348,81;;2,187B;12891243760,12
01.10.2021;348,72;;348,72;;2,186B;12878711302,84
30.09.2021;353,72;;353,72;;2,219B;13057985119,84
29.09.2021;352,85;;352,85;;2,213B;13029882405,63
28.09.2021;353,38;;353,38;;2,215B;13039639882,1
27.09.2021;358,61;;358,61;;2,248B;13224563232,13
24.09.2021;360,26;;360,26;;2,258B;13280809319,26
23.09.2021;361,92;;361,92;;2,268B;13342980151,48
22.09.2021;357,12;;357,12;;2,238B;13160015028,98
21.09.2021;356,32;;356,32;;2,232B;13125208585,52
20.09.2021;355,73;;355,73;;2,228B;13092219686,58
17.09.2021;360,45;;360,45;;2,257B;13261959621,25
16.09.2021;359,89;;359,89;;2,253B;13235740904,26
15.09.2021;358,07;;358,07;;2,24B;13169105340,29
14.09.2021;360,08;;360,08;;2,252B;13236309273,13
13.09.2021;361,26;;361,26;;2,257B;13276021817,66
10.09.2021;363,56;;363,56;;2,271B;13358812852,2
09.09.2021;364,11;;364,11;;2,274B;13372865369,75
08.09.2021;364,21;;364,21;;2,271B;13376179036,04
07.09.2021;364,56;;364,56;;2,283B;13382293542,12
03.09.2021;363,84;;363,84;;2,278B;13368369854,22
02.09.2021;365,29;;365,29;;2,286B;13411671016,13
01.09.2021;363,21;;363,21;;2,273B;13328217351,97
31.08.2021;362,45;;362,45;;2,268B;13293869056,35
30.08.2021;363,47;;363,47;;2,273B;13325990616,62
27.08.2021;361,33;;361,33;;2,26B;13245095976,7
26.08.2021;362,11;;362,11;;2,264B;13269259464,52
25.08.2021;361,43;;361,43;;2,259B;13241997461,07
24.08.2021;360,57;;360,57;;2,254B;13203068978,3
23.08.2021;358,02;;358,02;;2,237B;13105860811,69
20.08.2021;355,70;;355,70;;2,222B;13016090811,7
19.08.2021;353,75;;353,75;;2,21B;12963493857,89
18.08.2021;357,40;;357,40;;2,233B;13098337001,62
17.08.2021;355,78;;355,78;;2,222B;13051102186,13
16.08.2021;356,81;;356,81;;2,228B;13089139868,95
13.08.2021;359,41;;359,41;;2,244B;13183661717,29
12.08.2021;359,13;;359,13;;2,242B;13163621857,71
11.08.2021;360,31;;360,31;;2,249B;13203625905,79
10.08.2021;361,56;;361,56;;2,256B;13243044490,38
09.08.2021;359,31;;359,31;;2,242B;13158563525,97
06.08.2021;359,46;;359,46;;2,242B;13154044626,22
05.08.2021;358,72;;358,72;;2,236B;13125221491,8
04.08.2021;356,89;;356,89;;2,225B;13049314870,77
03.08.2021;354,35;;354,35;;2,208B;12951226479,09
02.08.2021;355,81;;355,81;;2,216B;12991588981,86
30.07.2021;355,43;;355,43;;2,213B;12979845395,97
29.07.2021;355,61;;355,61;;2,214B;12985080460,39
28.07.2021;354,69;;354,69;;2,209B;12940906751,47
27.07.2021;352,54;;352,54;;2,195B;12860799413,48
26.07.2021;355,62;;355,62;;2,215B;12971718536,14
23.07.2021;356,51;;356,51;;2,221B;13000581807,4
22.07.2021;353,37;;353,37;;2,2B;12888698546,24
21.07.2021;352,66;;352,66;;2,196B;12859936040,97
20.07.2021;348,75;;348,75;;2,17B;12715607693,21
19.07.2021;343,79;;343,79;;2,139B;12537211023,46
16.07.2021;351,79;;351,79;;2,188B;12829137872,81
15.07.2021;352,27;;352,27;;2,189B;12843103500,15
14.07.2021;355,28;;355,28;;2,207B;12952518116,37
13.07.2021;355,99;;355,99;;2,218B;12980214881,49
12.07.2021;354,76;;354,76;;2,21B;12937162323,09
09.07.2021;352,69;;352,69;;2,197B;12859805086,37
08.07.2021;349,46;;349,46;;2,176B;12739909839,69
07.07.2021;356,88;;356,88;;2,22B;12986940286,77
06.07.2021;354,52;;354,52;;2,203B;12876991796,45
02.07.2021;354,44;;354,44;;2,202B;12877374433,56
01.07.2021;352,46;;352,46;;2,188B;12798644252,7
30.06.2021;352,46;;352,46;;2,03B;12633406329,74
29.06.2021;353,06;;353,06;;2,032B;12649824252,67
28.06.2021;350,80;;350,80;;2,018B;12566248501,73
25.06.2021;349,15;;349,15;;2,009B;12509960543,35
24.06.2021;348,31;;348,31;;2,002B;12473712245,33
22.06.2021;345,71;;345,71;;1,986B;12375613864,27
21.06.2021;343,84;;343,84;;1,976B;12304550066,5
18.06.2021;344,59;;344,59;;1,979B;12336974111,81
17.06.2021;343,96;;343,96;;1,975B;12313532612,22
16.06.2021;341,99;;341,99;;1,963B;12254120848,15
15.06.2021;342,21;;342,21;;1,964B;12252372178,55
14.06.2021;342,56;;342,56;;1,966B;12257903367,92
11.06.2021;342,03;;342,03;;1,962B;12231514611,25
10.06.2021;339,65;;339,65;;1,949B;12149018025,91
09.06.2021;338,35;;338,35;;1,941B;12103695045,48
08.06.2021;337,93;;337,93;;1,937B;12083210817,63
07.06.2021;336,48;;336,48;;1,911B;12000575890,06
04.06.2021;335,51;;335,51;;1,908B;11955982122,54
03.06.2021;333,49;;333,49;;1,895B;11873390888,09
02.06.2021;336,20;;336,20;;1,909B;11969468905,64
01.06.2021;337,12;;337,12;;1,912B;11981517913,27
28.05.2021;338,54;;338,54;;1,918B;12016343287,05
27.05.2021;335,04;;335,04;;1,898B;11892193004,58
26.05.2021;334,22;;334,22;;1,893B;11861645005,78
25.05.2021;333,56;;333,56;;1,887B;11831589194,79
